Population,PIB par capita ($ US),IMC (Indice Masse Corporelle),%-immunisation Hépatite B,Polio immunisation (%),Diphthérie et tétanos (%-immunisation),Rougeole (cas par 1000 habitants),VIH/Sida (cas par 1000 habitants),"Prévalence malnutrition (1-19 ans, %)","Prévalence malnutrition (5-9 ans, %)",Facteur de revenu,Nombre d'années d'études,Espérance de vie (années)
1965662,915.775754,27.9,91,88,89,1,34.1,8.8,8.7,0.437,10.7,45.3
1949543,862.9463118,27.4,87,88,89,0,34.8,9.3,9.2,0.437,10.7,44.5
1933728,781.5145936,26.9,6,89,9,31,34.6,9.7,9.7,0.439,10.7,44.8
191897,63.636279,26.4,17,9,9,1,33.8,1.2,1.1,0.44,10.5,45.5
192312,47.89395,25.9,,84,84,0,32.5,1.6,1.6,0.446,10.4,46.4
1885955,437.819184,25.4,,78,78,217,31.2,11.1,11.1,0.443,10.3,47.8
1868699,474.8197876,24.9,,82,83,660,29.8,11.5,11.6,0.445,9.6,49.3
4499621,452.38717,27.3,52,52,52,1060,0.9,6.5,6.4,0.427,9.9,61.4
4286291,454.1222236,26.1,76,75,76,0,1.1,6.8,6.7,0.419,9.8,61.1
4181563,415.361958,25.6,8,8,8,43,1.2,7,6.9,0.416,9.6,67
47167,379.689583,25,77,77,77,279,1.5,7.2,7,0.406,9.5,62
3948125,327.42597,24.5,47,71,7,2200,1.8,7.4,7.2,0.403,9.6,59.7
3811528,33.667491,24,64,84,81,6,2.1,7.6,7.4,0.4,9.7,59.2
3662993,232.61732,23.4,64,79,75,1,2.4,7.7,7.6,0.394,9.8,58.6
3512932,21.3733292,22.9,,67,65,1,2.8,7.9,7.8,0.383,9.9,57.9
3375838,178.92799,22.4,,66,6,20,3,8.1,8.1,0.377,10,56.7
326123,168.648254,22,,66,6,8,3.1,8.3,8.3,0.372,10.1,55.3
3176414,149.4452549,21.5,,47,31,4,3.2,8.5,8.5,0.335,10.2,54
362863,177.285187,2.7,,51,39,131,3.1,8.8,8.9,0.376,10.4,56
2991132,174.1815473,2.4,,54,42,1379,3.1,9,9,0.386,10.5,51.5
2884522,183.4149991,2.2,,56,46,5977,3.1,9.2,9.2,0.338,8.7,51.9
,,64.8,97,97,97,82,0.1,5.8,5.5,0.719,13.4,72.7
,,63.8,94,94,94,372,0.1,5.7,5.5,0.73,13.4,72.4
,,62.8,96,96,96,0,0.1,5.7,5.5,0.735,13.4,72.9
,,61.8,98,98,98,320,0.1,5.6,5.4,0.706,13.7,72.9
,562.549434,6.9,98,98,98,0,0.1,5.6,5.4,0.756,14,71.3
,1296.97353,59,98,98,98,329,0.1,5.6,5.4,0.757,14.6,72.7
,14396.4865,58.2,98,98,98,8,0.1,5.5,5.4,0.757,14.8,72.6
,8171.361651,56,97,98,98,292,0.1,5.5,5.4,0.748,15.7,71.9
,4676.96753,54.6,96,95,95,0,0.1,5.6,5.4,0.74,16,71.3
,375.442638,54,91,93,93,3890,0.1,5.6,5.4,0.736,15.8,71.1
,6269.58123,53.4,93,94,94,633,0.1,5.6,5.5,0.732,15.7,71
,7145.628494,52.8,92,94,94,0,0.1,5.7,5.5,0.727,15.5,78
29491,14252.42853,62.4,94,93,93,50,0.1,2.6,2.6,0.846,16.5,73.6
2932367,16554.97139,61.9,94,93,93,11,0.1,2.6,2.7,0.841,16.5,73.4
2957689,15712.82376,61.4,93,93,93,35,0.1,2.7,2.7,0.834,16.4,73
2987773,14341.836,6.9,93,93,93,0,0.1,2.7,2.7,0.83,16.5,73
328115,14357.73679,6.5,95,92,92,7,0.1,2.7,2.8,0.826,16.7,72.8
397282,11984.86857,6,94,95,95,2,0.1,2.8,2.8,0.824,16.8,72.4
3162916,11837.3913,59.7,95,98,98,0,0.1,2.8,2.9,0.825,16.6,72.2
326999,924.642548,58.7,95,94,94,1,0.1,3,3,0.807,16.4,76
3322528,7863.1629,58.4,95,93,94,1,0.1,3,3.1,0.798,16.2,78
337775,676.966998,58.1,94,9,94,1,0.1,3.1,3.1,0.792,16.3,71.6
3415213,555.535669,57.8,95,91,94,1,0.1,3.2,3.2,0.78,15.8,71.6
344367,4146.987928,57.5,94,97,95,103,0.1,3.3,3.3,0.77,15.3,71.4
347818,353.147337,57.2,95,97,95,7,0.1,3.3,3.3,0.757,14.7,71.2
3499536,3297.35471,56.9,98,92,94,19,0.1,3.4,3.4,0.745,14,71.6
56964,1199.8223,61.3,94,99,99,0,0.1,1,0.9,0.896,13.9,82
556319,119172.7418,6.9,94,99,99,0,0.1,1,0.9,0.892,13.9,81.7
54336,113751.85,6.5,94,99,99,0,0.1,0.9,0.9,0.892,13.9,81.4
53946,16749.136,6.1,94,99,99,2,0.1,0.9,0.9,0.892,13.9,81.1
518347,115761.577,59.6,95,96,99,6,0.1,0.9,0.9,0.894,13.9,88
56953,14965.361,59.2,94,96,99,0,0.1,0.9,0.9,0.884,13.7,86
497783,13198.6693,58.8,95,96,99,0,0.1,0.9,0.9,0.888,13.5,83
48865,114293.8433,58.4,94,96,99,1,0.1,0.9,0.9,0.887,13.5,80
479993,1618.4928,57.9,87,96,99,0,0.1,0.9,0.9,0.877,13.5,79.7
472637,89739.7117,57.5,95,99,99,8,0.1,0.9,0.9,0.88,13.5,79.4
465158,8289.69641,57,95,99,99,0,0.1,1,0.9,0.874,13.5,78.8
45163,65445.8853,55.8,95,99,98,1,0.1,1,0.9,0.865,13.6,78.6
446175,5293.64115,55.2,95,99,99,0,0.1,1,0.9,0.86,13.5,78.3
441525,48179.4285,54.6,86,99,99,0,0.1,1,1,0.854,13.4,78
4363,48735.99549,54,77,99,99,0,0.1,1,1,0.848,13.5,77.8
2423488,41.8575951,2.5,69,71,69,3,0.3,7.1,7.1,0.511,10.3,65.5
2358981,452.4631926,2,73,73,73,3,0.3,7.2,7.1,0.509,10.3,65.1
22961146,461.723722,19.5,74,73,74,6,0.4,7.3,7.2,0.508,10.3,64.7
21743949,454.963464,18.5,73,73,73,0,0.4,7.5,7.4,0.504,10.2,63.8
2115164,412.739341,18,7,7,7,1,0.5,7.6,7.5,0.503,10.2,63.3
2569121,415.6893226,17.6,77,76,77,0,0.5,7.7,7.6,0.5,9.7,62.8
19996469,47.733254,17.1,77,77,77,3,0.5,7.8,7.7,0.491,9.4,62.3
19433523,377.8482928,16.7,84,83,84,0,0.6,7.9,7.8,0.483,9.1,61.9
1888268,292.157443,16.3,82,83,85,2,0.6,8,7.9,0.478,9,61.4
18336724,274.819723,15.8,81,8,85,0,0.6,8.1,8,0.473,8.9,69
1782997,245.1235876,15.4,71,74,78,35558,0.6,8.2,8.1,0.466,8.7,64
17279141,316.7998965,15,61,65,66,62233,0.7,8.3,8.3,0.457,8.5,59.9
16765117,262.2859481,14.7,51,61,62,10795,0.7,8.5,8.4,0.462,8.3,59.3
1626932,278.555732,14.3,,6,6,9357,0.7,8.6,8.5,0.456,8.2,58.7
1576686,245.939659,13.9,,58,57,35256,0.6,8.7,8.6,0,8,57.9
1757367,362.6575444,19.6,88,88,88,0,4.8,6.4,6.2,0.473,10.8,58.3
16577147,332.922339,18.8,89,89,89,1,6.3,6.5,6.4,0.459,10.7,56.7
169735,374.51882,18.4,96,95,96,11,8.3,6.6,6.5,0.454,10.7,55.3
15627618,512.125451,18,97,97,97,26,11.2,6.7,6.6,0.444,10.6,54.1
1516795,458.8681744,17.6,93,86,93,118712,13.7,6.8,6.7,0.43,10.2,52.9
1471462,42.7379657,17.3,93,93,93,21,14.9,6.9,6.8,0.415,9.9,51.5
14271234,372.842678,16.9,91,92,91,20,16.9,7,6.9,0.4,9.6,50
1384969,32.2227274,16.6,87,88,87,143,19.3,7.1,7,0.387,9.7,48.5
13429262,297.6971211,16.2,99,99,99,1,21.1,7.3,7.1,0.377,9.6,47.1
1339711,28.3673842,15.9,93,94,93,184,22.4,7.4,7.2,0.371,9.7,46
1267638,274.2256294,15.5,89,94,89,1116,23.4,7.5,7.4,0.366,10,45.1
12336687,26.152517,15.2,84,85,84,167,24.2,7.6,7.5,0.362,10.3,44.6
1213711,29.9798977,14.8,64,79,64,92,24.7,7.7,7.6,0.388,10.4,44
11695863,146.7615397,14.4,,86,9,150,25.1,7.9,7.7,0.387,10.1,43.5
11376172,153.2594872,14.1,,73,75,304,25.5,8,7.9,0.391,10.7,43.1
3723155,9643.644683,4.6,99,99,99,1318,0.1,7.5,7.3,0.787,13.1,75
322817,11183.96191,39.5,96,97,97,221,0.1,7.6,7.4,0.783,13,74.8
2976724,1882.27842,38.5,96,97,97,195,0.1,7.8,7.6,0.779,12.9,74.6
2917456,1779.49641,37.4,97,97,97,1868,0.1,7.9,7.7,0.776,12.9,74.5
28635128,145.1262,36.3,96,96,96,1569,0.1,8,7.8,0.774,13,74.3
28112289,971.356987,35.3,96,96,96,73,0.1,8.2,8,0.764,12.8,74.1
2765383,7326.744435,34.4,96,97,97,153,0.1,8.3,8.2,0.756,12.6,74
2711169,8513.629541,33.4,97,97,97,334,0.1,8.5,8.3,0.747,12.5,73.8
26625845,7269.17114,32.5,96,97,97,394,0.1,8.7,8.5,0.736,12.3,73.7
26143566,6222.982955,31.6,95,95,95,564,0.1,8.8,8.6,0.732,12.7,73.6
25659393,5593.822995,3.7,96,96,96,1407,0.1,9,8.8,0.734,12.9,73.4
2517419,4955.477743,29.8,94,95,95,5729,0.1,9.2,8.9,0.731,12.7,73.2
2468873,4463.675893,28.8,95,96,96,632,0.1,9.3,9.1,0.724,12.1,73.1
2369897,3915.11546,27,95,95,96,2198,0.1,9.7,9.4,0.725,11.9,72.7
2318568,445.17471,26,97,98,98,6187,0.1,9.8,9.6,0.715,11.6,72.4
49163,8395.785198,27.4,99,99,99,0,0.1,13.6,13.6,0.701,12.7,78.5
41,7716.2415,26.2,99,99,99,0,0.1,13.6,13.7,0.693,12.7,78.2
393,7112.33575,25.1,99,99,99,0,0.1,13.7,13.8,0.683,12.4,77.9
377,6497.55443,23.1,96,96,96,0,0.1,13.9,14,0.663,11.8,77.3
367,633.79498,22.1,97,97,96,0,0.1,14,14.1,0.653,11.6,76.7
36,597.1659,21.2,98,98,98,6,0.1,14.1,14.2,0.651,11.8,76.3
362,5828.621374,2.3,98,98,98,0,0.1,14.2,14.3,0.641,11.8,75.9
349,52.862285,19.5,98,98,98,20,0.1,14.3,14.4,0.632,11.9,75.4
333,4428.522898,18.7,98,98,98,47,0.1,14.3,14.5,0.622,12,75
321,3488.493769,18,98,98,98,1395,0.1,14.4,14.5,0.625,12.1,74.3
312,3853.33348,17.3,97,96,96,37,0.1,14.5,14.6,0.617,12.2,73.4
34,3432.247841,16.7,98,98,98,75,0.1,14.6,14.7,0.601,11.8,72.7
292,298.67598,15.6,98,97,98,0,0.1,14.7,14.8,0.587,11.8,78
286,2182.99711,15.2,96,98,98,20,0.1,14.8,14.8,0.577,11.3,69.6
1746795,729.725338,23.8,64,66,64,215,1.5,7.7,7.5,0.438,8.4,58.2
16962846,825.5729915,23.2,73,74,73,290,1.6,7.9,7.7,0.43,8.2,57.8
16477818,777.659139,22.5,69,7,69,221,1.6,8.1,7.9,0.421,8,57.3
16667,777.3476868,21.9,66,72,66,341,1.5,8.3,8.1,0.411,7.7,57.2
1554989,835.88998,21.3,66,72,66,24,1.5,8.5,8.3,0.404,7.5,56.8
157585,78.377632,2.7,72,77,73,1719,1.5,8.8,8.5,0.396,7.3,56.5
1466597,697.153124,2.2,71,77,73,2939,1.6,9,8.8,0.385,7.1,56
14138216,689.6784228,19.6,74,74,74,98,1.6,9.2,9,0.36,5.8,55.5
1367566,595.6368319,19,74,76,74,2,1.7,9.4,9.3,0.363,6.4,55
1322764,521.6425796,18.5,9,79,78,128,1.8,9.7,9.5,0.35,6.1,54.3
1239196,439.3572924,17.5,73,7,69,172,2,1.1,1,0.333,5.5,52.8
125128,391.791281,17,79,67,63,232,2.2,1.3,1.2,0.318,5.2,52
11638929,334.22416,16.5,,65,61,717,2.3,1.5,1.5,0.308,4.9,51.2
11293258,36.8473237,16.1,,56,49,4464,2.4,1.8,1.7,0.297,4.6,55
196769,269.3483829,15.6,,53,43,1578,2.5,11,1.9,0.291,4.4,49.8
431874,23819.4636,69.6,95,97,97,2,0.1,0.8,0.8,0.853,14.6,81.7
427364,2618.92599,69.2,9,99,99,0,0.1,0.8,0.8,0.847,14.3,81.4
423374,2393.1888,68.8,94,99,99,0,0.1,0.8,0.7,0.828,14.2,81.1
41458,2187.79469,67.6,75,76,76,0,0.1,0.8,0.7,0.819,14.6,83
412477,2675.58259,67.1,86,73,73,1,0.1,0.8,0.7,0.815,14.4,82
49379,21928.767,66.6,86,72,72,1,0.1,0.7,0.7,0.813,14.6,80
46724,19375.5696,66.1,82,76,74,2,0.1,0.7,0.7,0.808,14.4,79.6
43834,15835.34667,65,85,94,92,6,0.1,0.7,0.7,0.805,14.8,79
41268,1519.5497,64.5,85,89,89,4,0.1,0.7,0.7,0.797,14.2,78.7
398582,13689.98999,63.9,89,94,94,4,0.1,0.7,0.7,0.79,13.8,78.5
395969,11843.9392,63.4,,95,95,7,0.1,0.7,0.7,0.786,13.8,78.2
39328,1121.78636,62.8,,95,95,2,0.1,0.7,0.7,0.783,13.7,77.8
3987,1139.5651,62.3,,94,94,2,0.1,0.8,0.7,0.779,13.8,77.5
,3617.752354,81.6,8,79,79,0,0.1,0.1,0.1,,0,
4182341,1158.256469,3.8,73,67,73,1,0.9,7.8,7.5,0.513,8.5,63.1
394617,145.57838,29.4,8,8,8,62,1.1,8.1,7.9,0.501,8.2,62.7
383239,1364.283745,28.8,8,8,8,35,1.2,8.3,8.1,0.491,7.8,62.5
347541,1167.535689,26.1,74,73,74,4,1.3,9.2,8.9,0.475,7.2,61.4
3312665,113.3128,25.5,74,75,75,11,1.3,9.4,9.1,0.475,7.4,61.2
31372,697.7451989,24.2,42,71,71,127,1.3,9.8,9.6,0.461,7.2,66
342823,62.547286,23.6,,68,7,5039,1.3,1,9.8,0.451,6.7,64
2873228,46.9542322,22.3,,91,89,883,1.2,1.5,1.3,0.446,6.5,62
279729,464.229758,21.7,,75,75,1398,1.2,1.7,1.5,0.444,6.5,61
279359,477.476124,21.1,,58,51,0,1.1,1.9,1.7,0.443,6.4,60
126265,9252.11724,33.3,97,98,97,0,0.1,6.9,6.8,0.779,15.2,74.6
126934,1153.93822,32.8,97,98,97,0,0.1,7,6.9,0.769,14.7,74.2
1258653,9637.265,32.3,98,98,98,0,0.1,7,7,0.765,14.7,74.1
1255882,9291.227619,31.8,98,98,98,0,0.1,7.1,7,0.756,14.3,73.9
125244,9197.26972,31.3,98,98,98,2,0.1,7.1,7.1,0.748,14.1,73.6
1254,8.376432,3.7,99,99,99,12,0.2,7.2,7.2,0.74,14,73.3
1247429,7318.12641,3.2,99,99,99,15,0.1,7.3,7.3,0.734,13.8,72.8
1244121,83.635,29.7,99,99,99,12,0.1,7.4,7.3,0.728,13.6,72.7
123963,6574.654338,29.1,97,96,97,13,0.1,7.5,7.4,0.72,13.5,72.9
1233996,5695.969327,28.6,97,98,97,3,0.1,7.6,7.5,0.713,13.4,71.8
1228254,5116.45424,28,97,97,97,7,0.1,7.7,7.6,0.704,13,72.1
12213,5229.876738,27.5,98,98,98,28,0.1,7.8,7.7,0.696,12.8,71.9
121337,4623.347642,26.9,97,99,99,777,0.1,7.9,7.8,0.687,12.6,71.5
124621,3957.51296,26.4,88,88,88,0,0.1,7.9,7.9,0.683,12.5,71.5
1196287,3792.182152,25.8,92,93,92,0,0.1,8,8,0.673,12.2,71.5
1186873,3861.32414,25.3,88,88,88,0,0.1,8.1,8.1,0.667,12.1,71
12589949,9143.128494,63.5,82,87,87,0,0.1,1.5,1.5,0.758,13.3,76.7
1242216,1452.27766,62.8,84,87,87,3,0.1,1.6,1.5,0.754,13.1,76.6
122535969,1298.86766,62.1,82,83,83,0,0.1,1.6,1.5,0.753,12.9,76.6
1282837,982.532572,61.5,99,99,99,0,0.1,1.6,1.5,0.748,12.7,76.3
117318941,8959.581416,6.1,93,95,95,0,0.1,1.6,1.6,0.739,12.5,75.6
11555228,7748.12331,59.4,95,95,95,0,0.1,1.7,1.6,0.738,12.5,75.7
11366189,9689.52887,58.7,97,96,96,0,0.1,1.7,1.6,0.735,12.3,75.6
111836346,933.341687,57.9,98,98,98,0,0.1,1.7,1.7,0.731,12.3,76
1192378,8767.92258,57.2,98,98,98,23,0.1,1.8,1.7,0.723,12.2,75.8
18472228,7986.798439,56.4,98,98,98,6,0.1,1.8,1.7,0.719,12.2,75.3
16995583,7199.59665,55.7,98,98,98,64,0.1,1.8,1.8,0.714,12.1,75.4
1564453,6751.998987,54.9,98,98,98,44,0.1,1.9,1.8,0.708,11.9,75
1435568,716.8219,54.1,97,98,97,0,0.1,1.9,1.8,0.703,11.6,75
136768,731.378864,53.2,97,97,97,3,0.1,1.9,1.9,0.7,11.6,75
,,69.4,78,71,72,0,0.1,0.2,0.2,0.637,11.7,69.4
,,68.7,81,76,77,140,0.1,0.2,0.2,0.639,11.7,69.4
,,68.1,83,81,81,0,0.1,0.2,0.2,0.641,11.7,69.2
,,67.5,82,81,81,0,0.1,0.2,0.2,0.64,11.7,69
,,67,83,83,84,0,0.1,0.2,0.2,0.638,11.7,68.9
,,66.4,88,85,85,0,0.1,0.2,0.2,0.633,11.5,68.7
,,65.8,89,81,91,0,0.1,0.2,0.2,0.629,11.4,68.5
,,65.2,89,88,85,0,0.1,0.2,0.2,0.628,11.2,68.4
,,64.7,9,79,79,0,0.1,0.2,0.2,0.625,11,68.2
,,64.1,84,81,67,0,0.1,0.2,0.2,0.622,10.9,68
,,63.2,8,82,78,0,0.1,0.2,0.2,0.616,10.5,67.7
,,62.8,89,88,92,0,0.1,0.2,0.2,0.612,10.4,67.5
,,62,81,79,75,0,0.1,0.3,0.2,0.604,10.1,67.2
,,61.5,87,85,85,0,0.1,0.3,0.3,0,0,67
,,,99,99,99,0,0.1,,,,,
2976877,3944.1839,52.7,99,99,99,20359,0.1,2.2,2.3,0.733,14.8,68.8
2923896,4181.583321,51.5,99,99,99,0,0.1,2.2,2.3,0.729,14.8,68.4
286917,4385.379355,5.4,98,98,98,0,0.1,2.2,2.3,0.72,14.7,68.1
2814226,4368.82248,49.2,99,99,99,0,0.1,2.2,2.3,0.712,14.7,67.8
271265,265.353659,46.9,96,96,96,7,0.1,2.2,2.3,0.693,14.3,66.3
2668289,1717.898761,45.9,97,96,95,8,0.1,2.2,2.3,0.686,13.8,66.9
259167,1634.81431,43.9,98,99,95,12,0.1,2.2,2.4,0.661,13,65.9
255812,1334.651896,43,98,98,99,26,0.1,2.2,2.4,0.649,12.7,65
2526446,998.8226671,42.1,98,99,99,0,0.1,2.3,2.4,0.637,11.8,64.5
2496832,797.8377432,41.3,98,99,99,0,0.1,2.3,2.4,0.621,11.2,64
2469286,646.561295,4.5,98,98,98,18,0.1,2.4,2.5,0.609,10.5,64
2443659,571.51883,39.8,98,98,98,1205,0.1,2.4,2.5,0.599,10.1,63.8
2419776,524.145924,39.1,95,95,95,10677,0.1,2.5,2.6,0.588,9.4,63.2
2397436,474.2133361,38.5,93,94,94,925,0.1,2.6,2.6,0.582,8.9,62.8
622159,6461.192554,61.8,82,89,89,0,0.1,1.8,1.8,0.804,15.1,76.1
62181,7378.345289,61.3,87,91,91,0,0.1,1.8,1.9,0.803,15.1,75.9
62127,7186.429787,6.7,9,94,94,0,0.1,1.8,1.9,0.799,15.1,75.8
6261,6586.71929,6.2,9,94,94,0,0.1,1.9,1.9,0.797,15.1,75.6
6279,7318.742449,59.7,91,95,95,5,0.1,1.9,2,0.792,15.1,75.4
619428,6682.281158,59.1,9,93,94,5,0.1,2,2,0.787,15,75.3
616969,7325.73474,57.8,93,95,95,0,0.1,2.1,2.1,0.774,14.2,74.6
615875,5957.145693,57.2,9,92,92,0,0.1,2.1,2.2,0.762,13.6,74.2
61525,4383.59597,56.5,9,9,9,0,0.1,2.2,2.2,0.751,13.2,73.8
613353,338.199535,55,,,,0,0.1,2.3,2.4,0.74,12.6,73.5
612267,2789.1735,54.2,,,,0,0.1,2.4,2.4,0,0,73.5
69828,216.243274,53.5,,,,0,0.1,2.5,2.5,0,0,73.4
67389,199.583957,52.7,,,,0,0.1,2.5,2.6,0,0,73.3
6495,1627.42893,51.9,,,,0,0.1,2.6,2.7,0,0,73
3483322,2847.285569,58.5,99,99,99,17,0.1,6.4,6.2,0.645,12.1,74.3
3431882,3154.513484,57.5,99,99,99,10,0.1,6.4,6.2,0.64,12.1,74.1
33824769,3111.762887,56.5,99,99,99,92,0.1,6.4,6.2,0.634,12.1,73.9
33333789,294.746728,55.5,99,99,99,668,0.1,6.3,6.2,0.623,11.6,73.6
32858823,339.91616,54.6,98,98,99,982,0.1,6.3,6.2,0.612,11.2,73.3
3249639,2834.2472,53.6,98,99,99,633,0.1,6.3,6.2,0.603,10.7,72.8
31989897,2861.5545,52.7,98,99,99,834,0.1,6.4,6.2,0.596,10.5,72.3
31596855,2884.94776,51.7,97,99,99,1455,0.1,6.4,6.3,0.589,10.3,71.8
3869346,2191.478567,49.9,95,97,97,1217,0.1,6.4,6.3,0.575,10,71
35217,213.755559,49.1,96,98,98,0,0.1,6.5,6.3,0.569,9.8,77
29843937,1721.973863,47.3,9,91,91,10841,0.1,6.6,6.4,0.551,9.3,69.9
29512368,1413.757176,46.5,92,94,94,6000,0.1,6.6,6.5,0.54,8.8,69.5
28849621,1332.382358,44.8,43,95,95,7368,0.1,6.7,6.6,0.519,8,68.6
281691,528.3125597,22.6,8,8,8,79,3.9,3.6,3.5,0.414,9.1,57.6
27212382,623.2871141,22.2,79,79,79,9,4.1,3.6,3.5,0.409,9.1,56.7
26434372,65.985681,21.8,78,78,78,8,5.1,3.6,3.5,0.405,9.1,55.3
2567666,566.513873,21.3,76,73,76,145,6.9,3.6,3.5,0.4,9.2,54.8
249395,526.5313517,2.9,76,73,76,177,9.6,3.7,3.6,0.397,9.5,54.3
2422145,419.2258149,2.5,74,73,74,2321,10.8,3.7,3.6,0.39,9.3,54
2352463,463.852618,2.1,74,74,74,60,11.3,3.7,3.6,0.382,9.2,53.8
22846758,53.127719,19.7,75,74,75,4,12.6,3.7,3.7,0.372,8.8,53.2
22188387,422.1461573,19.3,75,75,75,267,14.1,3.8,3.7,0.36,8.2,52.1
29237,369.1545359,18.5,75,71,8,12598,16.2,3.9,3.8,0.341,7.3,58
231275,336.3318145,18.1,76,69,83,9396,15.9,3.9,3.8,0.332,7,54
19716598,283.8911588,17.7,76,67,85,28898,15.3,4,3.9,0.318,6.7,51
19139658,262.884551,17.3,76,76,76,7155,14.5,4,4,0.311,6.2,49.8
18588758,256.4414872,16.9,25,72,73,7085,13.4,4.1,4,0.298,5.8,49.5
1867687,277.6486591,16.5,,69,7,7375,12.2,4.2,4.1,0.291,5.4,49
5243669,1194.59137,23.8,89,89,89,6,0.3,12.8,13,0.552,9.1,66.6
51924182,1262.893782,22.9,88,88,88,122,0.3,12.9,13.1,0.547,9.1,66.4
51448196,1168.83947,22.1,75,76,75,1010,0.4,12.9,13.2,0.54,9.1,66.2
5986514,1171.58257,21.3,58,87,84,2175,0.5,13,13.2,0.533,9.1,65.9
555331,1186.423937,2.5,4,9,84,2046,0.5,13,13.3,0.526,9.1,65.6
5155896,987.7365832,19.8,92,9,9,190,0.5,13.1,13.3,0.515,8.8,65.4
49479752,643.951373,18.3,85,85,85,333,0.6,13.2,13.4,0.493,8.2,59.2
49171586,41.451,17.6,85,84,86,1088,0.6,13.2,13.5,0.484,8.1,64.5
48846474,296.97284,17,75,82,82,760,0.6,13.2,13.5,0.474,8,64.2
48482614,247.24276,16.4,62,86,73,314,0.5,13.2,13.6,0.465,7.9,63.9
487377,219.8156688,15.7,39,92,82,1329,0.5,13.3,13.6,0.455,7.8,63.5
47624894,219.782326,15.2,8,86,78,830,0.5,13.3,13.6,0.445,7.7,63.2
471422,143.77651,14.6,,84,79,736,0.4,13.3,13.7,0.435,7.6,62.8
4695462,193.187484,13.6,,88,82,845,0.4,13.3,13.7,0.417,7.5,62.1
2425561,4737.66996,35.7,92,92,92,212,2.1,8.2,8.1,0.637,11.7,65.8
237992,5421.343953,34.9,88,88,88,477,2.2,8.6,8.5,0.632,11.7,65.9
231652,5488.131712,34.1,89,89,89,1028,2.5,9,8.9,0.625,11.6,66.1
2263934,5749.44752,33.3,84,84,84,86,3.7,9.5,9.4,0.619,11.5,65.8
2215621,56.971392,32.5,82,85,82,79,4.7,9.9,9.9,0.612,11.5,64.3
217317,5191.58381,31.8,83,83,83,3138,6.2,1.4,1.4,0.604,11.4,63
21374,4153.497885,31,,83,83,4076,8.7,1.9,1.9,0.598,11.4,62.4
216375,429.6561,3.2,,83,83,0,11.7,11.5,11.4,0.589,11.3,61.7
279915,422.51968,29.4,,81,86,21,15.2,12,12,0.578,11.3,60
232196,3573.146387,27.9,,86,86,4,22.1,13.1,13.1,0.565,11.6,55.1
29228,3288.257373,27.2,,81,81,4,24,13.7,13.7,0.559,11.7,54.7
1986535,2482.36862,26.5,,82,79,262,24.7,14.2,14.3,0.554,11.7,55
1962147,1713.47594,25.8,,78,77,1278,24.6,14.7,14.8,0.556,11.8,55.7
1933596,1834.29486,25.1,,79,78,416,23.9,15.2,15.4,0.556,11.7,56.5
1899257,257.99557,24.5,,8,79,469,22.8,15.7,15.9,0.559,11.5,57.4
,136.18321,87.3,87,87,87,0,0.1,0.1,0.1,,9.6,
28656282,743.7653489,19.1,91,9,91,1599,0.1,15.7,16.1,0.555,12.2,69.2
28323241,76.2386977,18.5,92,92,92,1279,0.1,15.9,16.3,0.551,12.4,69.6
27649925,681.7925868,17.4,9,9,9,3362,0.2,16.3,16.7,0.538,12.3,68.9
27327147,692.1166842,16.9,92,92,92,2359,0.2,16.5,16.9,0.529,12,68.4
2723137,592.1835216,16.4,82,83,82,190,0.2,16.7,17.2,0.515,11.1,68
2674113,48.7299,15.9,89,93,89,189,0.2,16.9,17.4,0.502,10.5,67.5
26475859,473.844449,15.4,82,82,82,2089,0.2,17,17.6,0.492,10.1,67
26214847,393.8843518,14.9,82,82,82,1415,0.2,17.2,17.8,0.486,10,66.6
2594618,348.6314534,14.4,69,91,89,2838,0.2,17.4,18,0.476,9.6,66
2539449,287.4156,13.4,27,8,8,12074,0.2,17.8,18.4,0.463,9.3,64.7
2495623,253.72412,12.9,2,76,78,13344,0.1,18,18.6,0.457,9.2,64.3
24566342,246.375621,12.4,,72,72,6749,0.1,18.2,18.8,0.447,8.6,63.1
24161777,248.6183539,11.9,,73,72,10849,0.1,18.3,19,0.446,9,63.2
2374911,231.42554,11.4,,74,74,9397,0.1,18.5,19.2,0.439,8.9,62.5
16939923,44292.88473,62.1,94,95,95,7,0.1,1,0.9,0.923,18.1,81.9
168658,52157.4687,61.6,92,96,96,140,0.1,1,0.9,0.923,18.1,81.7
1684432,51574.48942,61,51,97,97,2632,0.1,1,0.9,0.922,18.1,81.4
16754962,49474.7561,6.5,2,97,97,10,0.1,1,0.9,0.921,18.1,81.1
1669374,5354.6536,59.9,2,97,97,51,0.1,1,0.9,0.911,17.2,81.1
16615394,5338.25483,59.3,,97,97,15,0.1,1,0.9,0.906,17,88
16381696,51241.31562,57.3,,97,97,10,0.1,1,1,0.899,16.6,82
1634611,44453.97119,56.5,,96,96,1,0.1,1,1,0.893,16.5,79.8
16319868,41577.169,55.8,,96,96,4,0.1,1,1,0.888,16.4,79.4
16281779,39954.64222,55,,98,98,11,0.1,1,1,0.885,16.5,79.2
1622532,35245.1647,54.2,,98,98,4,0.1,1.1,1,0.881,16.5,78.7
16148929,28817.32321,53.4,,97,97,3,0.1,1.1,1,0.882,16.9,78.4
164618,26584.12169,52.6,,97,97,0,0.1,1.1,1.1,0.878,16.7,78.3
