ID,Âge,Statut Marital,Revenus,Enfants,Adolescents,Date,Temps depuis dernier achat,Vins ($/2sem),Fruits ($/2sem),Viandes ($/2sem),Poisson ($/2sem),Sucreries ($/2sem),Joaillerie ($/2sem),Achats avec rabais,Achats web,Achats catalogues,Achats en magasin,Nombre de visite sites web (par mois)
6749,54,Célibataire,86358,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8
1010,43,Conjoint de fait,46931,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3
8977,35,Célibataire,16581,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4
4756,68,Divorcé,63998,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4
3412,69,Marié,67381,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7
606,53,Célibataire,25930,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7
5961,42,Marié,42693,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5
2975,44,Conjoint de fait,85606,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3
2894,35,Célibataire,72903,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4
7613,46,Conjoint de fait,49669,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6
10542,52,Marié,36778,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9
8015,58,Divorcé,85696,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1
10617,31,Divorcé,10979,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5
11166,59,Marié,49678,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7
849,67,Conjoint de fait,56129,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4
523,31,Marié,37155,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5
4066,42,Divorcé,21282,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6
8414,58,Célibataire,33419,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7
819,75,Veuf,63285,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3
4961,46,Conjoint de fait,21255,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4
749,39,Conjoint de fait,42162,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6
5430,64,Conjoint de fait,54450,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8
7755,66,Marié,57744,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8
10525,34,Célibataire,26576,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9
1453,77,Veuf,57513,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6
8310,56,Conjoint de fait,68142,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6
10710,41,Marié,7500,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8
5031,46,Conjoint de fait,83145,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2
2613,60,Marié,54197,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1
213,57,Célibataire,23091,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7
967,44,Marié,46049,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7
1077,46,Conjoint de fait,56715,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4
7959,59,Marié,79410,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1
640,69,Marié,57304,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5
4252,55,Marié,44375,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5
8432,64,Conjoint de fait,54450,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8
6218,55,Marié,59594,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7
6905,26,Conjoint de fait,80685,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2
5922,46,Marié,40344,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7
3598,48,Marié,62710,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4
6116,52,Marié,48985,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3
6263,52,Conjoint de fait,35322,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8
10486,72,Marié,77142,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2
2410,51,Célibataire,81657,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1
193,24,Marié,14421,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5
3363,46,Marié,20130,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8
8278,30,Marié,74214,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5
10660,63,Marié,66726,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7
8686,41,Conjoint de fait,23724,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8
1604,60,Marié,47353,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5
5907,68,Marié,33444,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8
10669,39,Marié,54386,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3
2918,39,Divorcé,28510,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5
5735,29,Célibataire,90638,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1
359,70,Conjoint de fait,48070,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7
8387,63,Marié,43140,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6
1829,59,Divorcé,54959,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7
3839,62,Célibataire,15056,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5
9392,49,Célibataire,26954,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7
2292,35,Célibataire,22327,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5
10466,55,Marié,44393,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4
9855,68,Célibataire,62000,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4
4088,58,Conjoint de fait,31497,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8
5231,46,Marié,45894,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5
590,50,Divorcé,78579,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3
8732,51,Veuf,67369,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4
2315,60,Divorcé,58401,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4
3515,68,Célibataire,62307,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5
2245,51,Marié,43641,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6
6283,52,Divorcé,63841,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6
2246,55,Marié,46891,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4
6606,51,Marié,70091,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8
5545,48,Marié,78075,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1
7342,59,Veuf,59184,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5
837,43,Marié,54809,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4
9500,61,Marié,58113,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7
3602,62,Marié,51412,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4
234,41,Divorcé,15287,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7
2995,63,Conjoint de fait,66636,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1
1118,64,Marié,50965,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8
7789,55,Marié,84618,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2
3068,30,Marié,18351,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7
8955,63,Conjoint de fait,40451,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5
945,55,Conjoint de fait,36317,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7
5644,63,Conjoint de fait,42213,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7
7192,65,Conjoint de fait,65748,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1
2324,48,Conjoint de fait,77044,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4
697,51,Conjoint de fait,74918,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3
3439,48,Marié,56721,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6
1506,45,Célibataire,42160,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6
232,55,Célibataire,61559,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3
8876,57,Conjoint de fait,33629,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9
4500,29,Conjoint de fait,68682,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2
9739,57,Célibataire,34377,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7
10395,34,Célibataire,8940,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8
1176,47,Marié,26228,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8
1627,63,Divorcé,77297,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4
938,39,Marié,40211,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8
2740,62,Veuf,33438,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5
257,61,Marié,75032,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3
4058,65,Célibataire,61284,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6
7736,34,Marié,22518,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5
8210,45,Marié,54730,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4
833,65,Marié,38452,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7
6230,49,Divorcé,44421,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8
7325,34,Conjoint de fait,38197,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5
1307,42,Divorcé,41986,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4
1502,37,Conjoint de fait,28427,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8
6211,44,Conjoint de fait,37395,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6
843,49,Marié,64722,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6
4174,64,Conjoint de fait,55249,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3
9757,48,Conjoint de fait,84906,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2
6918,31,Marié,28691,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8
286,68,Célibataire,44213,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6
11086,36,Célibataire,25707,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7
1921,53,Marié,59062,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4
4138,58,Célibataire,76624,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1
7718,73,Conjoint de fait,66000,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1
1291,42,Conjoint de fait,27683,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8
6862,49,Divorcé,1730,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20
4136,28,Célibataire,7500,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9
803,52,Conjoint de fait,40521,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5
4298,47,Conjoint de fait,20427,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8
10833,45,Marié,65106,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6
9606,55,Marié,69969,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3
8534,68,Marié,67433,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4
5153,53,Marié,77766,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6
961,48,Marié,74716,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4
5011,57,Divorcé,68118,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6
6653,50,Marié,55158,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7
9094,65,Marié,62972,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6
810,45,Marié,74190,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2
5493,44,Marié,39356,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6
2147,51,Conjoint de fait,76653,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2
5107,47,Divorcé,35860,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5
3979,37,Divorcé,90687,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2
6049,38,Conjoint de fait,73450,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3
8147,60,Marié,31454,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8
1857,68,Célibataire,47139,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7
3910,45,Divorcé,83829,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1
5207,57,Marié,53378,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8
11114,50,Conjoint de fait,19656,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7
5429,72,Marié,45579,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6
9400,62,Célibataire,85485,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2
1740,76,Marié,55956,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4
7488,57,Célibataire,64191,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3
195,48,Célibataire,38808,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8
635,54,Marié,57183,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8
7527,52,Divorcé,23748,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8
10319,49,Marié,66303,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8
2296,45,Marié,37368,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6
10637,56,Marié,40800,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7
2931,42,Divorcé,71847,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3
907,45,Marié,46149,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5
3698,37,Conjoint de fait,78687,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2
9516,49,Divorcé,49118,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7
679,63,Marié,37633,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9
7384,69,Conjoint de fait,39767,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8
5043,69,Marié,26997,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7
5267,50,Divorcé,33986,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7
339,48,Marié,57091,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7
2516,51,Marié,46831,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4
9010,48,Marié,83151,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2
378,49,Marié,52531,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6
4808,64,Marié,15759,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7
5068,49,Célibataire,22804,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9
7628,47,Marié,43050,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5
7128,43,Célibataire,42997,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7
2811,57,Célibataire,48918,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4
3551,66,Conjoint de fait,60033,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2
1663,42,Conjoint de fait,34043,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9
5543,54,Conjoint de fait,57811,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5
1577,74,Marié,78569,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1
10641,42,Célibataire,7500,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6
5336,49,Conjoint de fait,157733,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1
6024,67,Conjoint de fait,94384,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2
1878,35,Marié,23148,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7
3099,50,Divorcé,44267,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9
6055,41,Marié,71626,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3
5841,54,Conjoint de fait,60894,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7
3972,44,Conjoint de fait,50200,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8
4394,55,Marié,81051,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2
5758,38,Marié,65169,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6
6658,48,Conjoint de fait,59868,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6
4603,60,Marié,65695,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4
8427,64,Célibataire,64857,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4
10260,55,Conjoint de fait,45143,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7
7143,65,Conjoint de fait,74805,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2
8789,31,Marié,59060,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4
6197,58,Célibataire,27238,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9
4554,55,Conjoint de fait,47009,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4
4937,47,Marié,46094,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7
1920,48,Marié,40321,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7
8749,36,Conjoint de fait,37235,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4
1650,60,Marié,81843,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3
10377,62,Conjoint de fait,46692,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6
9206,52,Conjoint de fait,77382,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1
10971,43,Célibataire,37774,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9
6398,46,Marié,18393,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8
9212,58,Marié,72828,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7
7937,38,Marié,24711,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7
839,45,Marié,45503,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5
4246,38,Célibataire,6560,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17
158,75,Conjoint de fait,71604,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4
4832,41,Marié,27244,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7
5621,51,Marié,48752,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9
1945,58,Marié,71434,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4
5147,72,Célibataire,90842,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1
2535,42,Marié,88097,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9
11039,45,Marié,51948,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5
9495,38,Conjoint de fait,71853,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1
9635,37,Marié,35876,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6
2173,68,Veuf,40049,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6
942,38,Célibataire,39660,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9
9386,58,Conjoint de fait,50127,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6
5510,43,Marié,43263,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5
873,71,Marié,62845,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8
2253,30,Marié,18929,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6
5181,38,Célibataire,24367,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9
979,45,Célibataire,33249,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6
10390,61,Marié,26887,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6
4698,37,Marié,50150,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5
7793,44,Conjoint de fait,62061,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6
1745,58,Divorcé,85696,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1
10590,64,Conjoint de fait,76542,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2
5080,27,Célibataire,70515,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2
8369,33,Conjoint de fait,18227,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8
5232,55,Marié,69139,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4
2407,38,Marié,69109,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4
3834,58,Célibataire,69627,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5
7912,42,Marié,38136,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8
7712,74,Célibataire,62159,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4
1065,57,Célibataire,80695,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2
7275,49,Célibataire,33316,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6
1343,52,Conjoint de fait,58554,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7
1384,28,Marié,17256,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8
9967,46,Divorcé,53034,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8
6181,70,Conjoint de fait,52203,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6
10507,43,Divorcé,59601,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8
2674,62,Célibataire,75154,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3
2698,44,Célibataire,47025,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6
3231,47,Marié,37971,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8
4096,52,Divorcé,41335,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7
10476,62,Marié,67267,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2
5948,45,Célibataire,57338,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5
9140,60,Conjoint de fait,50523,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6
10258,55,Célibataire,35791,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8
5675,60,Divorcé,50611,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6
4743,51,Marié,56242,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6
8805,60,Célibataire,48904,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8
1542,45,Célibataire,56243,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5
6770,35,Marié,21355,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6
8773,49,Conjoint de fait,57420,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7
10475,50,Conjoint de fait,,0,1,2013-04-01,39,187,5,65,26,20,14,2,4,2,6,5
10420,65,Divorcé,46390,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7
7514,64,Conjoint de fait,54342,1,1,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6
2902,62,Conjoint de fait,,1,1,2012-09-03,87,19,4,12,2,2,6,1,1,0,3,5
4345,56,Célibataire,,1,1,2014-01-12,49,5,1,9,2,0,4,1,1,0,2,7
793,47,Marié,20895,1,0,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9
10909,72,Marié,92344,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1
3769,48,Conjoint de fait,,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7
8702,44,Conjoint de fait,26907,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7
4791,40,Conjoint de fait,44964,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8
2963,41,Conjoint de fait,75507,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3
8216,48,Marié,53761,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5
8140,47,Conjoint de fait,22682,1,0,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4
10146,48,Conjoint de fait,38887,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7
5289,45,Célibataire,41658,1,1,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4
2587,48,Marié,29791,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5
4405,64,Marié,63915,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5
8663,46,Divorcé,39996,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6
2589,48,Divorcé,26759,1,0,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6
3421,52,Divorcé,63841,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6
10490,51,Marié,51039,1,1,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7
4094,59,Marié,60544,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6
9958,48,Marié,65685,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5
2534,67,Marié,37716,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7
4188,63,Célibataire,36864,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8
6613,50,Marié,44511,1,0,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8
10827,53,Marié,36947,1,1,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9
5491,69,Conjoint de fait,47352,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7
8402,67,Marié,67087,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4
8783,70,Marié,57045,0,1,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3
